Dates,NDX Index,AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMAT,AMD,AMGN,AMZN,ANSS,ASML,ATVI,AVGO,AZN,BIDU,BIIB,BKNG,CDNS,CEG,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSX,CTAS,CTSH,DDOG,DLTR,DOCU,DXCM,EA,EBAY,EXC,FAST,FB,FISV,FTNT,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LCID,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MRNA,MRVL,MSFT,MTCH,MU,NFLX,NTES,NVDA,NXPI,ODFL,OKTA,ORLY,PANW,PAYX,PCAR,PDD,PEP,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,SPLK,SWKS,TEAM,TMUS,TSLA,TXN,VRSK,VRSN,VRTX,WBA,WDAY,XEL,ZM,ZS,IDXX,SBAC,WYNN,TRIP,YHOO,MAT,TTWO,AKAM,DISCA,DISCK,NCLH,TSCO,VIAB,DISH,CA,XRAY,ESRX,HOLX,QRTEA,STX,SHPG,VOD,TFCF,TFCFA,CELG,HAS,HSIC,JBHT,VTRS,NLOK,AAL,WTW,UAL,CSGP,NTAP,WDC,BMRN,CTXS,EXPE,LBTYA,ULTA,ALXN,MXIM,CDW,CERN,CHKP,FOXA,FOX,INCY,TCOM,PTON,XLNX
10/2/2017,5226.69,33.03,,116.85,76.53,97.82,83.23,,,35.32,,167.89,827.46,,,47.23,205.52,,183.99,274.76,1646.51,,,324.56,37.575,172,,,31.51,15.9233,116.72,57.4,,78.02,,,86.17,33.63,,25.17,134.19,54.535,,66.36,813.67,834.85,,,163.04,35.34,117.53,78.391,29.38,,90.2,86.64,,115.99,,86.45,35.45,44.99,,44.01,,,64,,24.05,144.82,51.484,28.405,,,,271.8,,58.46,68.73,,,40.58,54,359.87,68.79,56.22,,4.73,,,92.21,,62.2746,53.846,75.16,84.52,,88.15,83.31,,,,,141.83,106.96,,52,45.03,25.73,,63.95,28.48,27.65,47.8,74.25,43.65,60.9066,31.77,58.39,68.41,39.93,13.7571,46.46,171.63,25,29.65,29.91,115.61,97.63,64.7,100.37,39.31,29.02,46.45,,,,,77.36,90.13,78.55,122.65,35.36,269.84,126.51,45.07,,51.5,101.19,,,121.7,44.49,,58.01
13/2/2017,5256.82,33.323,,117.65,77.92,98.58,84.28,,,35.46,,167.66,836.53,,,45.7,206.71,,184.31,278.91,1646.18,,,323.02,37.855,171.96,,,31.97,15.97,116.99,57.64,,77.7,,,86.32,33.79,,25.065,134.05,55.05,,67.65,819.24,838.96,,,163.84,35.8,118.4,78.967,29.52,,90.58,87.22,,116.26,,87.38,35.33,45.03,,43.42,,,64.72,,23.9,143.2,52.156,27.095,,,,268.48,,59.04,69.87,,,41.17,54.93,375.66,68.05,56.11,,4.76,,,92.63,,60.7874,56.12,75.52,84.96,,87.72,83.43,,,,,141.7,109.62,,51.39,45.46,25.91,,63.6,29.03,28.1,47.87,73.16,43.45,61.7034,31.85,58.84,69.3,40.02,13.5506,47.8,170.55,24.99,29.48,29.72,116.42,98.13,64.716,100.36,39.78,29.06,47.41,,,,,78.47,90.89,78.78,119.5,35.46,268.12,127.77,45.03,,52.52,100.94,,,121.15,44.95,,59.51
14/2/2017,5271.07,33.755,,117.58,77.84,99.44,84.54,,,35.23,,168.05,836.39,,,44.98,205.33,,182.77,285.14,1637.29,,,322,38.045,173.63,,,32.31,16,117.02,57.36,,79.8,,,86.06,33.63,,25.195,133.85,55.07,,67.55,820.45,840.03,,,164.46,35.93,118.84,79.436,29.43,,90.81,86.99,,115.63,,87.89,35.39,44.99,,43.38,,,64.57,,23.12,140.82,51.224,27.195,,,,269.52,,59.27,70.07,,,41.62,55.48,376.52,68.7,56.58,,4.74,,,91.8,,61.4861,56.196,75.64,85.09,,88.91,83.79,,,,,141.6,108.73,,52.19,45.02,25.69,,63.55,28.53,27.89,47.77,73.4,44.25,61.7034,31.67,59.74,69.63,39.03,13.6788,47.85,172.32,24.88,30.02,30.3,117.02,97.8,65.32,99.5,40.75,28.68,46.57,,,,,76.41,91.19,78.93,119.67,35.51,271.46,129.5,44.63,,54.55,100.97,,,123.32,45.07,,58.75
15/2/2017,5302.39,33.878,,118.73,81.6,99.65,84.36,,,35.49,,171.79,842.7,,,45.48,205.99,,183.58,292.64,1648.96,,,325.18,38.2975,175,,,32.82,15.78,118.41,58.13,,78.74,,,87.95,34.01,,25.23,133.44,55.54,,69.8,818.98,837.32,,,163.29,36.05,118.95,79.638,30.14,,91.095,87.68,,116.225,,89.46,35.95,45.37,,43.35,,,64.53,,23.02,142.27,52.37,27.25,,,,270.62,,59.38,69.8,,,41.87,56.49,384,68.92,56.86,,4.88,,,92.13,,61.1817,55.952,75.67,83.77,,89.37,84.25,,,,,141.74,108.3,,52.7,45.65,26,,63.9,28.49,27.89,47.92,72.73,44.66,62.6396,31.69,60.375,69.46,39.4,13.9707,48.15,174.2,25.03,30.33,30.695,120.47,97.84,65.809,100.67,42.44,28.52,47.54,,,,,76.01,91.48,80.16,120.88,35.83,273.64,132,45,,55.07,100.85,,,120.94,45.46,,58.92
16/2/2017,5300.64,33.836,,118.93,81.97,99.88,85.14,,,35.18,,172.11,844.14,,,45.39,208.18,,184.94,290.13,1648.88,,,324.46,37.995,175.75,,,33.6,15.8967,119.51,58.1,,78,,,87.85,33.54,,25.305,133.84,55.625,,70.31,824.16,842.17,,,161.3,36.41,119.24,80.163,30.23,,87.28,88.53,,114.57,,89.44,35.855,43.2,,43.45,,,64.52,,22.98,142.01,59.746,26.8125,,,,266.85,,59.49,68.72,,,42.15,56.88,373.02,68.26,56.73,,4.91,,,92.43,,60.4979,53.79,76.25,84.27,,87.7,85.65,,,,,141.95,108.93,,46.92,45.16,25.67,,64.24,28.57,27.99,47.63,70.85,44.16,62.4703,31.89,60.74,69.23,39.53,13.7001,47.57,178.7,25.22,30.08,30.51,118.66,97.64,65.555,100.71,42,28.47,46.97,,,,,75.95,90.53,79.94,119.85,35.91,272.09,130.39,45.03,,55.61,101,,,120.18,45.51,,59.61
17/2/2017,5324.72,33.93,,119.67,82.48,99.68,86.4,,,35.67,,173.29,845.07,,,45.33,210.41,,185.17,288.94,1637.4,,,326.55,37.66,175.86,,,33.74,16.18,118.61,57.96,,80,,,87.3,33.76,,25.355,133.53,55.99,,69.85,828.07,846.55,,,163.37,36.48,119.86,80.518,29.85,,96.65,88.46,,114.9,,89.36,35.84,42.5,,43.63,,,64.62,,23.35,142.22,59.45,26.8075,,,,268.12,,59.13,68.85,,,41.96,56.46,371.18,68.55,57.35,,4.94,,,96.35,,63.8018,54.446,76.44,84.9,,88.33,85.86,,,,,142.23,108.47,,47.06,45.1,26.1,,62.34,28.68,28.09,47.69,72.18,43.99,62.6396,32.09,62.68,69.97,40,13.7429,47.14,181.08,25.11,29.92,30.35,121.16,98.5,65.892,101.04,42.05,28.8,46.91,,,,,74.91,89.87,80.5,119.41,36.75,275.15,128.82,45.11,,56.15,101.21,,,120.49,45.63,,60.06
21/2/2017,5350.73,34.175,,119.63,82.82,99.22,87.15,,,36.58,,173.14,856.44,,,45.34,212.75,,185.62,286.9,1647,,,325.15,37.89,176.94,,,34.13,16.3033,118.44,58.62,,79.76,,,87.54,33.92,,25.435,133.72,56.195,,69.29,831.66,849.27,,,162.15,36.52,119.87,81.352,30.23,,94.87,90.45,,117.82,,87.99,36.24,44.97,,43.99,,,64.49,,23.77,142.6,58.688,27.7675,,,,268.7,,59.1,68.77,,,42.43,56.75,371.61,68.81,57.54,,5.04,,,96.57,,63.0831,55.478,77.08,85.19,,86.55,86.41,,,,,142.4,110.71,,46.84,45.5,25.79,,62.64,29.62,28.87,48.2,72.92,44.7,62.5699,32.15,62.5,71.37,40.09,14.0348,47.43,180.65,25.5,30.06,30.55,119.44,98.88,67.812,100.82,42.3,28.81,46.81,,,,,74.9,90.24,80.77,119.4,37.45,277.26,129.89,45.37,,55.27,101.11,,,122.36,47.06,,60.27
22/2/2017,5352.13,34.278,,119.47,82.06,100.42,86.38,,,36.51,,172.61,855.61,,,45.23,214.16,,186.01,287.63,1651.74,,,325.14,37.94,176.51,,,34.09,16.13,118.8,58.75,,78.54,,,87.38,33.82,,25.435,136.12,56.91,,68.83,830.76,851.36,,,162.3,36.07,119.43,81.342,30.47,,93.36,90.27,,118.58,,87.68,36.52,44.65,,43.94,,,64.36,,23.75,143.86,60.814,27.69,,,,268.09,,59.6,68.04,,,42.42,57.1,370.22,69.04,57.57,,5.15,,,96.71,,62.9634,54.702,77.23,82.23,,85.79,86.29,,,,,142.25,111.66,,45.55,45.98,25.77,,63.01,29.51,28.64,51.64,72.3,44.51,62.1516,32.22,62.34,70.73,40.27,14.6258,47.35,181,25.5,30.15,30.47,119.27,98.82,67.667,98.34,42,28.6,46.32,,,,,74.47,89.79,80.17,120.56,36.63,277.19,130.83,45.35,,55.37,100.56,,,121.36,47.59,,59.81
23/2/2017,5332.37,34.133,,118.83,81.61,101.64,87.1,,,36.16,,174.01,852.19,,,45.08,210.58,,184.64,284.75,1637.26,,,324.43,37.65,175.85,,,34.04,15.97,118.43,59.15,,77.57,,,86.65,33.6,,24.895,135.36,57.45,,69.37,831.33,851,,,161.01,36.18,120.7,81.706,30.61,,92.94,89.9,,117.73,,87,36.355,44.89,,43.91,,,64.62,,23.48,142.78,59.798,25.1225,,,,265.94,,60.41,67.44,,,42.53,57.14,360.96,67.64,57.64,,5.07,,,95.31,,61.9552,51.198,77.14,82.84,,85.73,86.99,,,,,143.02,111.19,,43.46,45.41,25.53,,62.7,29.5,28.6,50.68,71,43.86,61.6635,32.25,62.45,70.93,40.3,14.284,47.39,185.44,25.77,30,30.34,119.46,97.05,67.385,97.31,42.33,28.58,46.1,,,,,74.59,89.29,79.93,119.63,36.43,274.6,130.44,44.86,,55.39,99.81,,,121.95,48.28,,58.94
24/2/2017,5343.31,34.165,,119.31,81.68,103,87.55,,,36.3,,174.56,845.24,,,45.55,210.37,,175.17,285.13,1631.62,,,326.75,37.89,177.56,,,34.32,16.16,119.07,59.5,,79.41,,,86.54,34.06,,25.05,135.44,58.15,,69.94,828.64,847.81,,,160,36.53,128.01,81.873,30.27,,93.08,90.29,,118.79,,87.08,36.415,45.38,,43.55,,,64.62,,23.24,143.25,59.986,25.365,,,,268.73,,61.81,67.42,,,43.07,57.22,361.01,69.01,57.48,,5.12,,,94.7,,62.095,51.4,77.24,83.95,,86.07,87.61,,,,,143.06,111.16,,42.62,45.55,25.76,,62.87,29.27,28.55,50.02,71.17,43.89,62.291,32.63,62.79,71.55,40.82,14.2484,47.75,181.29,25.73,30.23,30.61,118.23,97.78,68.016,99.82,42.16,28.84,46.28,,,,,74.65,87.51,80.18,119.16,36.99,276.33,131.54,45.06,,55.61,99.45,,,131.21,48.54,,58.99
27/2/2017,5347.55,34.233,,118.78,82.28,102.7,87.74,,,36.43,,176.13,848.64,,,45.69,213.28,,172.97,291.13,1632.01,,,326.73,37.53,177.62,,,34.26,16.2367,119.11,59.58,,79.56,,,87,34.28,,25.175,136.41,57.79,,70.5,829.28,849.67,,,166.82,36.51,125.85,81.559,30.8,,90.61,90.22,,119.29,,87.45,36.565,43.77,,42.09,,,64.23,,23.76,143.41,60.352,26.1025,,,,268.25,,61.53,67.61,,,42.64,56.73,373.05,69.15,56.78,,5.18,,,95.63,,62.055,49.246,77.19,83.79,,88.9,87.22,,,,,143.61,112.79,,42.81,45.71,26,,62.86,29.05,28.33,50.77,71.32,43.5,62.2811,32.57,62.19,71.75,40.7,14.2057,47.69,182.88,25.41,30.01,30.43,121.78,97.53,68.02,100.12,42.44,28.68,46.32,,,,,76.1,91.62,80.16,118.69,37.3,275.69,132.2,44.96,,55.35,99.22,,,134.02,48.28,,58.98
28/2/2017,5330.31,34.248,,118.34,81.93,102.62,86.3,,,36.22,,176.53,845.04,,,45.13,210.93,,174.13,288.6,1724.13,,,323.06,37.42,177.18,,,34.18,16.1867,118.01,59.27,,76.68,,,86.5,33.9,,25.015,135.54,57.7,,70.48,823.21,844.93,,,167.4,36.2,125.44,81.889,30.57,,91.51,90.12,,118.54,,86.99,36.26,43.92,,41.44,,,63.98,,23.44,142.13,61.012,25.37,,,,271.71,,61.42,66.81,,,42,56.48,373.5,68.58,56.87,,5.09,,,94.81,,62.4144,49.998,76.62,82.92,,90.62,86.38,,,,,144.94,115.77,,41.47,45.66,25.73,,62.6,28.76,28.07,50.7,70.91,43.45,61.7532,32.27,63.52,70.65,40.58,13.4438,48.19,180.7,25.41,29.35,29.92,123.51,96.87,67.244,98.17,41.85,28.57,46.36,,,,,76.88,93.93,78.95,119.04,35.7,273.43,131.25,44.3,,55.04,98.91,,,133.1,47.44,,58.82
1/3/2017,5390.99,34.948,,120.35,83.76,104.53,88.93,,,36.85,,178.24,853.08,,,47.14,215.14,,175.33,293.26,1733.18,,,325.17,37.59,177.86,,,34.44,16.4033,119.63,60.25,,76.84,,,87.82,34.27,,25.49,137.42,58.555,,70.19,835.24,856.75,,,168.8,35.93,124.53,82.343,30.67,,91.43,91.44,,119.67,,88.49,36.82,44.04,,42.01,,,64.94,,24.55,142.65,60.516,25.6975,,,,271.52,,62.81,69.19,,,42.43,57.01,379.05,66.8,57.14,,5.165,,,96.74,,62.2247,50.004,78.15,84.32,,90.31,86.77,,,,,147.01,115.36,,41.47,46.24,25.55,,63.38,28.52,27.87,51.05,71.92,43.76,61.7432,32.75,64.5,71.71,41.19,13.5364,49.48,183.21,25.3,29.86,30.41,123.7,97.93,67.417,100.14,44.87,29.09,47.09,,,,,78.32,93.81,80.77,120.45,35.2,274.83,134.21,44.64,,55.45,99.34,,,133.22,47.87,,59.68
2/3/2017,5363.26,34.74,,119.9,83.65,104.07,87.32,,,36.49,,178.07,848.91,,,46.68,217.29,,174.48,293.59,1734.37,,,323.95,37.45,177.98,,,34.39,16.1867,118.54,60.17,,77.74,,,87.01,33.91,,25.315,136.76,58.32,,70.53,830.63,849.85,,,167.72,35.91,125.17,82.508,30.93,,91.28,90.73,,118.48,,87.52,36.505,43.78,,47.37,,,64.01,,24.7,139.53,57.876,24.75,,,,271.98,,62.36,67.38,,,42.77,56.37,375.86,67.81,57.12,,5.13,,,94.76,,62.4244,50.096,78.08,83.67,,89.89,86.74,,,,,146.1,115.28,,40.82,45.94,25.36,,63.79,28.49,27.66,50.98,72.59,42.12,60.5779,32.63,63.65,71.96,41.02,13.5293,48.92,184.5,25.24,29.71,30.2,122.24,97.53,67.036,97.85,45.28,29.2,45.72,,,,,76.28,93.42,79.33,118.92,34.79,277.45,132.94,44.18,,55.57,99.17,,,132.8,47.67,,59.35
3/3/2017,5373.48,34.945,,120.04,83.18,104.5,85.32,,,36.87,,180.2,849.88,,,47.07,218.32,,173.79,297.85,1735.1,,,322.32,37.22,170.26,,,34.29,16.4933,118.41,59.88,,77.13,,,87.24,33.74,,25.9,137.17,58.75,,70.74,829.08,849.08,,,168.5,35.9,126.45,82.754,30.93,,91.5,90.42,,118.62,,86.79,36.65,43.73,,48.04,,,64.25,,25.57,139.14,58.694,24.6075,,,,270.65,,62.5,68.63,,,43.03,56.44,378.66,67.07,57.1,,5.105,,,94.92,,63.4425,50.314,77.86,83.95,,90.19,85.89,,,,,147.13,114.98,,41.74,45.91,25.45,,63.36,27.89,27.2,50.11,72.39,42.31,60.9364,32.48,63.36,71.58,41.24,13.4296,48.96,186.3,25.27,29.95,30.46,123.66,97.75,67.248,97.85,45.18,29.22,46.82,,,,,77.54,93.95,79.95,120.12,34.88,278.15,134.99,44.32,,55.74,99.36,,,136.91,47.82,,58.74
6/3/2017,5360.31,34.835,,120.15,83.85,104.95,82.94,,,36.86,,179.46,846.61,,,47.81,217.94,,173.3,295.66,1730.21,,,323.77,37.44,166.73,,,34.19,16.5967,118.61,58.83,,75.93,,,87.14,33.64,,26.11,137.42,58.51,,70.12,827.78,847.27,,,166.69,35.57,126.1,81.744,30.41,,91.16,90.82,,118.36,,86.72,36.96,43.65,,46.98,,,64.27,,25.71,141.94,58.456,24.4175,,,,268.86,,62.41,68.27,,,42.87,56.45,381.93,67.4,56.68,,5.09,,,95.45,,62.7238,50.242,78.31,82.87,,90.91,85.88,,,,,147.08,115.17,,41.6,45.64,25.47,,63.06,27.78,27.19,49.76,71.78,42.19,60.9862,32.82,62.75,70.05,41.17,13.6788,48.51,184.48,25.13,30.2,30.69,123.52,97.04,66.985,98.55,44.04,29.12,45.31,,,,,76.8,91.9,79.66,121.49,35.24,275.59,133.33,44.64,,55.08,98.96,,,134.38,47.51,,58.81
7/3/2017,5351.28,34.88,,119.98,83.41,104.27,82.07,,,36.97,,177.38,846.02,,,48.06,219.25,,173.74,291.1,1736.46,,,323.24,37.42,167,,,34.2,16.1467,118.27,57.84,,75.22,,,88.3,33.47,,25.685,137.3,58.475,,69.02,831.91,851.15,,,165.58,35.8,125.4,81.128,30.75,,90.8,91.04,,117.43,,86.15,36.92,43.23,,46.7,,,64.4,,25.64,141.43,58.416,24.685,,,,269.82,,62.16,67.57,,,42.89,56.73,372.52,66.87,56.2,,5.12,,,95.05,,61.516,49.718,79.12,81.84,,91.32,85.99,,,,,147.03,115.41,,41.31,45.73,25.02,,63.3,27.75,27.2,49.42,71.43,42.93,63.7452,31.97,62.55,67.39,40.96,13.394,48.28,179.29,25.04,30.11,30.52,122.08,97.2,67.048,96.6,43.33,29.29,44.84,,,,,76.8,89.23,79.9,122.39,35.26,269.92,129.18,44.73,,54.97,98.68,,,133.39,47.45,,58.75
8/3/2017,5359.81,34.75,,119.6,83.48,103.71,83.46,,,37.19,,177.78,850.5,,,48.58,219.63,,173.87,294.09,1743.49,,,322.6,37.11,166.24,,,34.02,15.8833,118.36,57.49,,75.6,,,89,33.32,,25.72,137.72,58.725,,69.7,835.37,853.64,,,164.4,35.62,125.6,80.901,31.34,,90.9,91.55,,117.73,,86.39,36.765,43.14,,47.37,,,64.99,,25.38,140.32,58.288,24.64,,,,271.45,,62.32,67.31,,,42.79,57.77,381.37,66.71,55.74,,5.16,,,96.69,,61.2965,49.374,79.34,80.71,,92.18,85.16,,,,,146.88,114.65,,43.83,45.98,25.13,,63.55,27.98,27.39,49.52,72.7,44,63.7353,32.05,62.69,67.62,41.92,13.7144,48.11,178,25.06,29.98,30.35,123.04,97.38,66.981,96.77,43.47,29.63,44.89,,,,,76.45,90.4,79.92,124.53,35.48,275.47,127.41,44.84,,54.37,99.8,,,136,47.35,,58.9
9/3/2017,5363.98,34.67,,119.91,83.17,103.4,84.24,,,37.38,,178.92,853,,,49.02,222.01,,173.32,293.06,1749.42,,,323.14,37.38,165.77,,,34.07,15.86,117.87,57.67,,75.53,,,89.03,33.18,,25.09,138.24,58.725,,68.39,838.68,857.84,,,164.48,35.82,124.76,81.78,31.2,,91.53,91.79,,117.55,,86.31,36.74,43.8,,47.01,,,64.73,,25.15,140.53,58.254,24.635,,,,269.14,,62.12,66.72,,,42.92,57.97,390.14,66.65,55.19,,5.15,,,97.14,,61.027,48.98,79.13,80.05,,93.57,85.31,,,,,149.41,116.59,,43.59,45.94,25.2,,64.2,27.86,27.29,49.92,71.97,44.44,63.2572,32.13,62.82,66.86,42.195,13.9494,46.68,177.88,25.19,30.26,30.7,125.13,97.35,67.001,96.18,43.23,29.6,43.33,,,,,74.26,90.96,79.03,124.71,35.29,273.77,126.55,44.83,,54.77,98.8,,,138.02,47.17,,58.9
10/3/2017,5385.9,34.785,,121.09,82.2,104.55,86.12,,,38.12,,181.44,852.46,,,49.2,226.35,,172.74,292.24,1754.24,,,323.48,37.32,165.37,,,34.26,15.9333,119.03,58.74,,75.06,,,89.81,33.13,,25.4,138.79,58.64,,68.19,843.25,861.405,,,167.22,35.91,124.94,81.573,31.06,,91.51,93.2,,120.6,,86.62,36.975,43.85,,46.82,,,64.93,,25.18,140.89,57.88,24.78,,,,269.63,,62.38,67.71,,,42.99,58.64,388.23,66.96,54.53,,5.19,,,98.18,,61.3663,48.738,80.33,79.94,,93.98,85.63,,,,,150.28,117.8,,43.6,45.98,25.54,,64.22,27.69,27.09,51.1,72.51,43.73,61.803,32.4,63.4,67.64,42.23,14.0989,47.28,179.84,25.27,29.96,30.55,124,97.47,67.483,96.65,43.4,30.03,43.9,,,,,75,92.53,79.53,125.76,35.69,286.42,127.31,45.02,,55.24,99.92,,,149.24,48.27,,59.55
13/3/2017,5394.57,34.8,,121.8,82.76,104.84,86.69,,,38.44,,181.05,854.59,,,49.5,226.45,,173.25,292.95,1767.12,,,324.34,37.3,164.55,,,34.1,16.0267,119.13,59.25,,74.58,,,90.73,32.81,,25.7,139.6,58.945,,68.1,845.54,864.58,,,166.91,35.16,124.95,81.543,31.69,,91.18,92.86,,122.4,,87.03,37.25,44.21,,46.43,,,64.71,,25.7,143.52,57.97,25.4625,,,,274.43,,62.56,67.87,,,42.59,58.46,388.88,66.95,54.63,,5.44,,,99.04,,61.7257,49.234,81.02,79.76,,92.95,85.61,,,,,151.6,117.64,,43.51,46.57,25.46,,64.59,27.5,26.77,51.32,71.7,43.15,61.7333,32.6,63.94,67.47,42.41,13.8853,47.57,180.9,25.31,29.95,30.5,124.43,97.69,67.503,95.25,42.98,30.75,42.37,,,,,75.7,93.12,84.93,127.35,35.94,286.91,124.74,45.78,,55.48,100.4,,,151.03,48.99,,59.99
14/3/2017,5382.17,34.748,,121.44,83.68,103.97,85.91,,,38.27,,180.12,852.53,,,49.08,224.35,,172.84,292.47,1769,,,324.64,37.41,165.24,,,34.12,15.9433,118.45,59.16,,74.19,,,90.9,32.86,,25.345,139.32,58.685,,67.77,845.62,865.91,,,164.83,35.18,124.31,82.231,31.37,,91.06,92.87,,122.35,,86.27,36.995,43.86,,46.27,,,64.41,,25.58,143.19,57.888,25.445,,,,275.39,,62.31,67.35,,,42.1,58.22,391.1,67.28,54.27,,5.39,,,98.79,,61.2366,51.6,81.09,79.35,,92.74,85.4,,,,,151.21,116.12,,42.26,46.37,25.18,,63.63,27.46,26.67,50.96,71.74,43.36,62.2113,32.33,63.66,66.84,42.32,13.8141,46.7,176.98,25.2,29.92,30.52,124.68,98.18,67.123,94.44,42.77,30.645,41.21,,,,,75.7,91.65,82.02,127.66,35.79,285.38,121.6,45.57,,55.09,99.54,,,150.96,49.37,,59.72
15/3/2017,5416.25,35.115,,122.11,83.51,104.67,88.4,,,38.92,,182.6,852.97,,,49.22,225.93,,172.04,292.64,1767.98,,,325.38,37.75,166.54,,,34.24,15.9833,119.46,59.26,,74.56,,,91.51,32.89,,25.805,139.72,58.825,,68.47,847.2,868.39,,,165.95,35.1,124.67,82.963,31.38,,91.84,93.61,,124.17,,87.82,37.26,44.55,,47.09,,,64.75,,26.12,145.25,57.372,25.6375,,,,270.71,,62.86,68.87,,,42.39,58.52,397.8,67.54,54.54,,5.3,,,99.11,,62.8735,51.146,81.82,80.07,,94.57,85.8,,,,,153.68,116.69,,42.71,46.29,25.59,,64.39,28,27.21,51.41,72.26,43.96,62.8886,32.69,63.52,66.06,42.78,14.1274,47.06,178.25,25.88,30.32,30.74,126.88,99.51,67.699,95.09,42.83,30.72,42.09,,,,,76.72,92.5,82.51,129.48,36.78,287.78,122.12,46,,55.71,100.73,,,152.66,48.66,,60.32
16/3/2017,5412.08,35.173,,122.35,82.72,104.25,86.73,,,39.05,,180.11,853.42,,,49.1,222.36,,176.57,278.96,1773.98,,,323.72,37.68,167.06,,,34.23,15.8667,119.24,59.41,,75.53,,,90.2,33.1,,25.625,139.99,58.63,,68.54,848.78,870,,,159.46,35.14,124.35,82.614,31.54,,92.77,94.2,,125.97,,88.06,37.06,44.88,,46.88,,,64.64,,26.04,144.39,56.654,25.9525,,,,272.06,,62.63,68.89,,,42.4,58.35,392.59,67.31,54.8,,5.33,,,98.11,,62.2746,52.41,81.71,80.35,,92.36,85.67,,,,,151.62,116.14,,43.07,46.61,25.37,,64.63,28.15,27.4,51.43,71.91,44.04,62.9683,32.35,63.1,64.83,42.5,14.2912,47.23,180.13,26.38,30.2,30.76,126.62,99.24,67.091,94.46,42.49,30.73,42.13,,,,,77.14,90.96,82.57,130.73,37.13,286.32,122.41,45.36,,56.35,101.92,,,148.44,49,,60.05
17/3/2017,5408.76,34.998,,127.01,83.26,105.11,86.22,,,39.28,,168.61,852.31,,,49.13,221.18,,176.62,276.09,1772.63,,,325.81,37.46,167.81,,,34.23,15.6267,124.87,58.56,,75.7,,,89.59,33.7,,25.935,139.84,58.895,,69.06,852.12,872.37,,,160.42,35.27,123.92,83.314,31.56,,91.98,94.69,,126.48,,88.33,37.14,44.75,,46.47,,,64.87,,25.8,145.11,58.3,26.5175,,,,274.2,,62.84,69.52,,,43.08,57.55,380.29,67.65,55.78,,5.36,,,97.93,,63.3826,52.3,82.2,81.19,,91.92,85.91,,,,,151.95,115.65,,43.27,46.59,25.66,,65,28.01,27.35,51.31,71.37,43.4,63.6058,32.43,63.26,65.09,42.59,14.2413,46.87,177.53,26.55,30.27,30.82,125.77,100.25,67.123,93.95,42.03,30.7,41.72,,,,,76.87,90.9,82.72,131.2,37.36,288.81,122.08,45.62,,56.61,101.42,,,147.96,49.06,,60.08
20/3/2017,5413.31,35.365,,126.31,82.9,104.45,86.32,,,39.57,,169.24,856.97,,,48.96,221.24,,176.13,274.8,1765.44,,,324.99,37.48,167.44,,,34.28,15.6267,124.31,58.98,,74.3,,,89.16,33.81,,25.9,139.94,58.35,,68.71,848.4,867.91,,151.54,163.49,35.43,123.4,83.337,31.72,,92.36,95.12,,126.86,,88.68,37.175,44.44,,46.8,,,64.93,,26.21,145.83,58.824,27.3625,,,,273.08,,62.31,69.11,,,43.16,57.81,382.02,66.46,55.81,,5.31,,,98.19,,62.9933,52.384,81.59,80.95,,91.31,84.63,,,,,151.54,,,43,46.77,25.31,,64.86,27.73,27.16,51.1,70.92,42.87,62.809,32.35,62.75,64.37,42.42,13.9138,46.08,176.19,26.48,30.09,30.63,126.51,100.55,67.185,92.91,42.17,30.78,41.7,,,,,76.42,90,82.49,129.87,36.64,285.71,120.2,45.8,,56.57,101.69,,,148.52,49.76,,60.32
21/3/2017,5332.53,34.96,,125.07,81.8,103.12,83.64,,,38.58,,166.85,843.2,,,48.22,216.02,,171.4,275.79,1747.14,,,320.66,37.07,166.78,,,33.88,15.2067,123.78,58.53,,73.44,,,88.41,33.19,,25.58,138.51,58.08,,67.74,830.46,850.14,,150.11,163.5,35.04,121.05,82.883,30.32,,91.9,94.19,,124.27,,89.1,36.17,44.1,,46.69,,,64.21,,25.52,142.42,56.534,26.4775,,,,270.5,,61.67,67.65,,,42.64,56.8,370.98,65.77,55.54,,5.19,,,95.52,,62.3545,50.136,79.75,79.63,,89.5,83.21,,,,,150.11,,,41.71,45.77,24.96,,62.95,27.44,26.83,50,68.17,42.1,61.6237,31.86,62.4,63.84,41.94,13.6076,44.51,173.14,26.52,30.09,30.56,123.82,98.76,66.946,91.61,41.67,30,40.42,,,,,73.22,87.03,81.51,127.6,35.55,281.28,118.7,45,,56.81,101.11,,,140.73,48.04,,58.89
